Counting cache functions... Output every 1 seconds.
TIME         HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
16:18:08     1854        0        4   100.0%           13      15061
16:18:09     1869        0        1   100.0%           13      15061
16:18:10     1859        0        1   100.0%           13      15061
16:18:11     1844        0        1   100.0%           13      15061
16:18:12     1884        2        1    99.9%           13      15061
16:18:13     1885        0        1   100.0%           13      15061
16:18:14     1845        0        1   100.0%           13      15061
16:18:15     1878        0        1   100.0%           13      15061
16:18:16     1860        0        1   100.0%           13      15061
16:18:17     1864        2        1    99.9%           13      15061
16:18:18     1876        0        1   100.0%           13      15061
16:18:19     1848        0        1   100.0%           13      15061
16:18:20     1869        0        1   100.0%           13      15061
16:18:21     1878        0        1   100.0%           13      15061
16:18:22     1875        2        1    99.9%           13      15061
16:18:23     1872        0        1   100.0%           13      15061
16:18:24     1889        0        1   100.0%           13      15061
16:18:25     1878        0        1   100.0%           13      15061
16:18:26     1884        0        1   100.0%           13      15061
16:18:27     1888        2        1    99.9%           13      15061
16:18:28     1879        0        1   100.0%           13      15061
16:18:29     1875        0        1   100.0%           13      15061
16:18:30     1888        0        1   100.0%           13      15061
16:18:31     1888        0        1   100.0%           13      15061
16:18:32     1887        0        3   100.0%           13      15061
16:18:33     1885        0        2   100.0%           13      15061
16:18:34     1879        0        1   100.0%           13      15061
16:18:35     1860        0        1   100.0%           13      15061
16:18:36     1872        0        1   100.0%           13      15061
16:18:37     1877        2        1    99.9%           13      15061
16:18:38     1886        0        1   100.0%           13      15061
16:18:39     1888        0        1   100.0%           13      15061
16:18:40     1860        0        1   100.0%           13      15061
16:18:41     1869        0        1   100.0%           13      15061
16:18:42     1861        1        1    99.9%           13      15061
16:18:43     1836        0        1   100.0%           13      15061
16:18:44     1841        0        1   100.0%           13      15061
16:18:45     1860        0        1   100.0%           13      15061
16:18:46     1877        0        1   100.0%           13      15061
16:18:47     1852        2        1    99.9%           13      15061
16:18:48     1859        0        1   100.0%           13      15061
16:18:49     1842        0        1   100.0%           13      15061
16:18:50     1853        0        1   100.0%           13      15061
16:18:51     1858        0        1   100.0%           13      15061
16:18:52     1860        2        1    99.9%           13      15061
16:18:53     1871        0        1   100.0%           13      15061
16:18:54     1860        0        1   100.0%           13      15061
16:18:55     1842        0        1   100.0%           13      15061
16:18:56     1889        0        1   100.0%           13      15061
16:18:57     1885        2        1    99.9%           13      15061
16:18:59     1871        0        1   100.0%           13      15061
16:19:00     1876        0        1   100.0%           13      15061
16:19:01     1874        0        1   100.0%           13      15061
16:19:02     1871        0        1   100.0%           13      15061
16:19:03     1877        2        1    99.9%           13      15061
16:19:04     1860        0        1   100.0%           13      15061
16:19:05     1876        0        1   100.0%           13      15062
16:19:06     1875        0        1   100.0%           13      15062
16:19:07     1873        0        1   100.0%           13      15062
16:19:08     1847        2        1    99.9%           13      15062
16:19:09     1870        0        1   100.0%           13      15062
16:19:10     1873        0        1   100.0%           13      15062
16:19:11     1877        0        1   100.0%           13      15062
16:19:12     1888        0        1   100.0%           13      15062
16:19:13     1872        2        1    99.9%           13      15062
16:19:14     1875        0        1   100.0%           13      15062
16:19:15     1888        0        1   100.0%           13      15062
16:19:16     1889        0        1   100.0%           13      15062
16:19:17     1889        0        1   100.0%           13      15062
16:19:18     1860        2        1    99.9%           13      15061
